PRACTICE_CODE,PRACTICE_NAME,LSOA21CD,NUMBER_OF_PATIENTS
F85002,MEDICUS HEALTH PARTNERS,E01003255,1
F85002,MEDICUS HEALTH PARTNERS,E01003275,1
F85002,MEDICUS HEALTH PARTNERS,E01003280,1
F85002,MEDICUS HEALTH PARTNERS,E01003301,1
F85002,MEDICUS HEALTH PARTNERS,E01003312,1
F85002,MEDICUS HEALTH PARTNERS,E01003333,1
F85002,MEDICUS HEALTH PARTNERS,E01003346,1
F85002,MEDICUS HEALTH PARTNERS,E01003473,1
F85002,MEDICUS HEALTH PARTNERS,E01003479,1
F85002,MEDICUS HEALTH PARTNERS,E01003485,1
F85002,MEDICUS HEALTH PARTNERS,E01003495,1
F85002,MEDICUS HEALTH PARTNERS,E01003497,1
F85002,MEDICUS HEALTH PARTNERS,E01003499,1
F85002,MEDICUS HEALTH PARTNERS,E01003521,1
F85002,MEDICUS HEALTH PARTNERS,E01003533,1
F85002,MEDICUS HEALTH PARTNERS,E01003536,2
F85002,MEDICUS HEALTH PARTNERS,E01003537,1
F85002,MEDICUS HEALTH PARTNERS,E01003538,1
F85002,MEDICUS HEALTH PARTNERS,E01003543,1
F85002,MEDICUS HEALTH PARTNERS,E01003545,2
F85002,MEDICUS HEALTH PARTNERS,E01003562,1
F85002,MEDICUS HEALTH PARTNERS,E01003564,1
F85002,MEDICUS HEALTH PARTNERS,E01003580,1
F85002,MEDICUS HEALTH PARTNERS,E01003585,5
F85002,MEDICUS HEALTH PARTNERS,E01003594,1
F85002,MEDICUS HEALTH PARTNERS,E01003601,2
F85002,MEDICUS HEALTH PARTNERS,E01003602,1
F85002,MEDICUS HEALTH PARTNERS,E01003622,2
F85002,MEDICUS HEALTH PARTNERS,E01003631,4
F85002,MEDICUS HEALTH PARTNERS,E01003632,1
F85002,MEDICUS HEALTH PARTNERS,E01003633,1
F85002,MEDICUS HEALTH PARTNERS,E01003638,1
F85002,MEDICUS HEALTH PARTNERS,E01003649,1
F85002,MEDICUS HEALTH PARTNERS,E01003653,1
F85002,MEDICUS HEALTH PARTNERS,E01003658,1
F85002,MEDICUS HEALTH PARTNERS,E01003669,7
F85002,MEDICUS HEALTH PARTNERS,E01003673,1
F85002,MEDICUS HEALTH PARTNERS,E01003695,1
F85002,MEDICUS HEALTH PARTNERS,E01003697,1
F85002,MEDICUS HEALTH PARTNERS,E01003708,1
F85002,MEDICUS HEALTH PARTNERS,E01003716,2
F85002,MEDICUS HEALTH PARTNERS,E01003727,1
F85002,MEDICUS HEALTH PARTNERS,E01003732,1
F85002,MEDICUS HEALTH PARTNERS,E01003736,1
F85002,MEDICUS HEALTH PARTNERS,E01003751,1
F85002,MEDICUS HEALTH PARTNERS,E01003766,1
F85002,MEDICUS HEALTH PARTNERS,E01003781,4
F85002,MEDICUS HEALTH PARTNERS,E01003787,8
F85002,MEDICUS HEALTH PARTNERS,E01003790,2
F85002,MEDICUS HEALTH PARTNERS,E01003883,1
F85002,MEDICUS HEALTH PARTNERS,E01003915,2
F85002,MEDICUS HEALTH PARTNERS,E01003919,1
F85002,MEDICUS HEALTH PARTNERS,E01003930,1
F85002,MEDICUS HEALTH PARTNERS,E01003963,1
F85002,MEDICUS HEALTH PARTNERS,E01004041,1
F85002,MEDICUS HEALTH PARTNERS,E01004211,1
F85002,MEDICUS HEALTH PARTNERS,E01004243,1
F85002,MEDICUS HEALTH PARTNERS,E01004259,1
F85002,MEDICUS HEALTH PARTNERS,E01004306,1
F85002,MEDICUS HEALTH PARTNERS,E01004310,1
F85002,MEDICUS HEALTH PARTNERS,E01004315,1
F85002,MEDICUS HEALTH PARTNERS,E01004321,1
F85002,MEDICUS HEALTH PARTNERS,E01004329,1
F85002,MEDICUS HEALTH PARTNERS,E01004330,1
F85002,MEDICUS HEALTH PARTNERS,E01004337,1
F85002,MEDICUS HEALTH PARTNERS,E01004339,1
F85002,MEDICUS HEALTH PARTNERS,E01004346,1
F85002,MEDICUS HEALTH PARTNERS,E01004347,1
F85002,MEDICUS HEALTH PARTNERS,E01004348,1
F85002,MEDICUS HEALTH PARTNERS,E01004349,2
F85002,MEDICUS HEALTH PARTNERS,E01004350,10
F85002,MEDICUS HEALTH PARTNERS,E01004352,1
F85002,MEDICUS HEALTH PARTNERS,E01004353,1
F85002,MEDICUS HEALTH PARTNERS,E01004355,1
F85002,MEDICUS HEALTH PARTNERS,E01004356,4
F85002,MEDICUS HEALTH PARTNERS,E01004357,4
F85002,MEDICUS HEALTH PARTNERS,E01004358,1
F85002,MEDICUS HEALTH PARTNERS,E01004359,1
F85002,MEDICUS HEALTH PARTNERS,E01004361,2
F85002,MEDICUS HEALTH PARTNERS,E01004362,1
F85002,MEDICUS HEALTH PARTNERS,E01004369,1
F85002,MEDICUS HEALTH PARTNERS,E01004372,1
F85002,MEDICUS HEALTH PARTNERS,E01004373,1
F85002,MEDICUS HEALTH PARTNERS,E01004376,1
F85002,MEDICUS HEALTH PARTNERS,E01004379,3
F85002,MEDICUS HEALTH PARTNERS,E01004382,1
F85002,MEDICUS HEALTH PARTNERS,E01004384,4
F85002,MEDICUS HEALTH PARTNERS,E01004388,2
F85002,MEDICUS HEALTH PARTNERS,E01004389,4
F85002,MEDICUS HEALTH PARTNERS,E01004392,1
F85002,MEDICUS HEALTH PARTNERS,E01004397,2
F85002,MEDICUS HEALTH PARTNERS,E01004398,1
F85002,MEDICUS HEALTH PARTNERS,E01004400,1
F85002,MEDICUS HEALTH PARTNERS,E01004401,2
F85002,MEDICUS HEALTH PARTNERS,E01004404,1
F85002,MEDICUS HEALTH PARTNERS,E01004407,1
F85002,MEDICUS HEALTH PARTNERS,E01004411,1
F85002,MEDICUS HEALTH PARTNERS,E01004413,2
F85002,MEDICUS HEALTH PARTNERS,E01004414,6
F85002,MEDICUS HEALTH PARTNERS,E01004416,1
F85002,MEDICUS HEALTH PARTNERS,E01004417,6
F85002,MEDICUS HEALTH PARTNERS,E01004418,1
F85002,MEDICUS HEALTH PARTNERS,E01004419,2
F85002,MEDICUS HEALTH PARTNERS,E01004421,1
F85002,MEDICUS HEALTH PARTNERS,E01004426,2
F85002,MEDICUS HEALTH PARTNERS,E01004430,1
F85002,MEDICUS HEALTH PARTNERS,E01004435,2
F85002,MEDICUS HEALTH PARTNERS,E01004439,2
F85002,MEDICUS HEALTH PARTNERS,E01004442,1
F85002,MEDICUS HEALTH PARTNERS,E01004443,1
F85002,MEDICUS HEALTH PARTNERS,E01004444,1
F85002,MEDICUS HEALTH PARTNERS,E01004449,1
F85002,MEDICUS HEALTH PARTNERS,E01004451,1
F85002,MEDICUS HEALTH PARTNERS,E01004452,4
F85002,MEDICUS HEALTH PARTNERS,E01004453,3
F85002,MEDICUS HEALTH PARTNERS,E01004454,5
F85002,MEDICUS HEALTH PARTNERS,E01004455,5
F85002,MEDICUS HEALTH PARTNERS,E01004456,1
F85002,MEDICUS HEALTH PARTNERS,E01004457,1
F85002,MEDICUS HEALTH PARTNERS,E01004460,1
F85002,MEDICUS HEALTH PARTNERS,E01004467,1
F85002,MEDICUS HEALTH PARTNERS,E01004468,1
F85002,MEDICUS HEALTH PARTNERS,E01004470,1
F85002,MEDICUS HEALTH PARTNERS,E01004471,5
F85002,MEDICUS HEALTH PARTNERS,E01004537,1
F85002,MEDICUS HEALTH PARTNERS,E01004564,1
F85002,MEDICUS HEALTH PARTNERS,E01004622,6
F85002,MEDICUS HEALTH PARTNERS,E01004682,2
F85002,MEDICUS HEALTH PARTNERS,E01004699,1
F85002,MEDICUS HEALTH PARTNERS,E01004755,1
F85002,MEDICUS HEALTH PARTNERS,E01004763,1
F85002,MEDICUS HEALTH PARTNERS,E01005226,1
F85002,MEDICUS HEALTH PARTNERS,E01005233,1
F85002,MEDICUS HEALTH PARTNERS,E01005304,1
F85002,MEDICUS HEALTH PARTNERS,E01005316,1
F85002,MEDICUS HEALTH PARTNERS,E01006352,1
F85002,MEDICUS HEALTH PARTNERS,E01006632,1
F85002,MEDICUS HEALTH PARTNERS,E01006845,1
F85002,MEDICUS HEALTH PARTNERS,E01007715,1
F85002,MEDICUS HEALTH PARTNERS,E01007875,1
F85002,MEDICUS HEALTH PARTNERS,E01008021,1
F85002,MEDICUS HEALTH PARTNERS,E01008139,1
F85002,MEDICUS HEALTH PARTNERS,E01008413,1
F85002,MEDICUS HEALTH PARTNERS,E01008423,1
F85002,MEDICUS HEALTH PARTNERS,E01008889,1
F85002,MEDICUS HEALTH PARTNERS,E01008994,1
F85002,MEDICUS HEALTH PARTNERS,E01009081,1
F85002,MEDICUS HEALTH PARTNERS,E01009082,1
F85002,MEDICUS HEALTH PARTNERS,E01009272,1
F85002,MEDICUS HEALTH PARTNERS,E01009284,1
F85002,MEDICUS HEALTH PARTNERS,E01009295,1
F85002,MEDICUS HEALTH PARTNERS,E01009486,1
F85002,MEDICUS HEALTH PARTNERS,E01009733,1
F85002,MEDICUS HEALTH PARTNERS,E01009938,1
F85002,MEDICUS HEALTH PARTNERS,E01010021,1
F85002,MEDICUS HEALTH PARTNERS,E01010071,1
F85002,MEDICUS HEALTH PARTNERS,E01010101,1
F85002,MEDICUS HEALTH PARTNERS,E01010812,1
F85002,MEDICUS HEALTH PARTNERS,E01010836,1
F85002,MEDICUS HEALTH PARTNERS,E01010838,1
F85002,MEDICUS HEALTH PARTNERS,E01010839,1
F85002,MEDICUS HEALTH PARTNERS,E01011343,1
F85002,MEDICUS HEALTH PARTNERS,E01011974,1
F85002,MEDICUS HEALTH PARTNERS,E01012258,1
F85002,MEDICUS HEALTH PARTNERS,E01012728,1
F85002,MEDICUS HEALTH PARTNERS,E01013115,1
F85002,MEDICUS HEALTH PARTNERS,E01013128,1
F85002,MEDICUS HEALTH PARTNERS,E01013378,1
F85002,MEDICUS HEALTH PARTNERS,E01013402,1
F85002,MEDICUS HEALTH PARTNERS,E01013542,1
F85002,MEDICUS HEALTH PARTNERS,E01013551,1
F85002,MEDICUS HEALTH PARTNERS,E01013555,1
F85002,MEDICUS HEALTH PARTNERS,E01013638,1
F85002,MEDICUS HEALTH PARTNERS,E01013782,1
F85002,MEDICUS HEALTH PARTNERS,E01013790,1
F85002,MEDICUS HEALTH PARTNERS,E01013864,1
F85002,MEDICUS HEALTH PARTNERS,E01013871,1
F85002,MEDICUS HEALTH PARTNERS,E01013944,1
F85002,MEDICUS HEALTH PARTNERS,E01013967,1
F85002,MEDICUS HEALTH PARTNERS,E01014035,1
F85002,MEDICUS HEALTH PARTNERS,E01014071,1
F85002,MEDICUS HEALTH PARTNERS,E01014481,1
F85002,MEDICUS HEALTH PARTNERS,E01014989,1
F85002,MEDICUS HEALTH PARTNERS,E01015054,1
F85002,MEDICUS HEALTH PARTNERS,E01015324,1
F85002,MEDICUS HEALTH PARTNERS,E01015327,1
F85002,MEDICUS HEALTH PARTNERS,E01015601,1
F85002,MEDICUS HEALTH PARTNERS,E01015697,1
F85002,MEDICUS HEALTH PARTNERS,E01015701,1
F85002,MEDICUS HEALTH PARTNERS,E01015709,1
F85002,MEDICUS HEALTH PARTNERS,E01015728,1
F85002,MEDICUS HEALTH PARTNERS,E01015735,1
F85002,MEDICUS HEALTH PARTNERS,E01015742,1
F85002,MEDICUS HEALTH PARTNERS,E01015752,1
F85002,MEDICUS HEALTH PARTNERS,E01015768,1
F85002,MEDICUS HEALTH PARTNERS,E01015795,1
F85002,MEDICUS HEALTH PARTNERS,E01015803,1
F85002,MEDICUS HEALTH PARTNERS,E01015849,1
F85002,MEDICUS HEALTH PARTNERS,E01015854,1
F85002,MEDICUS HEALTH PARTNERS,E01015921,1
F85002,MEDICUS HEALTH PARTNERS,E01015925,1
F85002,MEDICUS HEALTH PARTNERS,E01015928,1
F85002,MEDICUS HEALTH PARTNERS,E01015958,2
F85002,MEDICUS HEALTH PARTNERS,E01015965,1
F85002,MEDICUS HEALTH PARTNERS,E01015975,1
F85002,MEDICUS HEALTH PARTNERS,E01015996,1
F85002,MEDICUS HEALTH PARTNERS,E01016009,1
F85002,MEDICUS HEALTH PARTNERS,E01016118,2
F85002,MEDICUS HEALTH PARTNERS,E01016139,2
F85002,MEDICUS HEALTH PARTNERS,E01016207,1
F85002,MEDICUS HEALTH PARTNERS,E01016296,1
F85002,MEDICUS HEALTH PARTNERS,E01016369,1
F85002,MEDICUS HEALTH PARTNERS,E01016463,1
F85002,MEDICUS HEALTH PARTNERS,E01016483,1
F85002,MEDICUS HEALTH PARTNERS,E01016613,1
F85002,MEDICUS HEALTH PARTNERS,E01016733,2
F85002,MEDICUS HEALTH PARTNERS,E01016841,1
F85002,MEDICUS HEALTH PARTNERS,E01016911,1
F85002,MEDICUS HEALTH PARTNERS,E01017284,1
F85002,MEDICUS HEALTH PARTNERS,E01017378,1
F85002,MEDICUS HEALTH PARTNERS,E01017422,1
F85002,MEDICUS HEALTH PARTNERS,E01017472,1
F85002,MEDICUS HEALTH PARTNERS,E01017478,1
F85002,MEDICUS HEALTH PARTNERS,E01017502,2
F85002,MEDICUS HEALTH PARTNERS,E01017508,1
F85002,MEDICUS HEALTH PARTNERS,E01017619,1
F85002,MEDICUS HEALTH PARTNERS,E01017646,1
F85002,MEDICUS HEALTH PARTNERS,E01017800,1
F85002,MEDICUS HEALTH PARTNERS,E01017804,1
F85002,MEDICUS HEALTH PARTNERS,E01017824,1
F85002,MEDICUS HEALTH PARTNERS,E01017971,1
F85002,MEDICUS HEALTH PARTNERS,E01017988,1
F85002,MEDICUS HEALTH PARTNERS,E01018115,1
F85002,MEDICUS HEALTH PARTNERS,E01018119,1
F85002,MEDICUS HEALTH PARTNERS,E01018159,1
F85002,MEDICUS HEALTH PARTNERS,E01018833,1
F85002,MEDICUS HEALTH PARTNERS,E01018932,1
F85002,MEDICUS HEALTH PARTNERS,E01019491,1
F85002,MEDICUS HEALTH PARTNERS,E01019724,1
F85002,MEDICUS HEALTH PARTNERS,E01020020,1
F85002,MEDICUS HEALTH PARTNERS,E01020502,1
F85002,MEDICUS HEALTH PARTNERS,E01020702,1
F85002,MEDICUS HEALTH PARTNERS,E01020716,1
F85002,MEDICUS HEALTH PARTNERS,E01020723,3
F85002,MEDICUS HEALTH PARTNERS,E01020931,1
F85002,MEDICUS HEALTH PARTNERS,E01021266,1
F85002,MEDICUS HEALTH PARTNERS,E01021268,1
F85002,MEDICUS HEALTH PARTNERS,E01021269,1
F85002,MEDICUS HEALTH PARTNERS,E01021288,1
F85002,MEDICUS HEALTH PARTNERS,E01021309,1
F85002,MEDICUS HEALTH PARTNERS,E01021319,1
F85002,MEDICUS HEALTH PARTNERS,E01021359,1
F85002,MEDICUS HEALTH PARTNERS,E01021416,2
F85002,MEDICUS HEALTH PARTNERS,E01021437,2
F85002,MEDICUS HEALTH PARTNERS,E01021458,1
F85002,MEDICUS HEALTH PARTNERS,E01021470,1
F85002,MEDICUS HEALTH PARTNERS,E01021487,1
F85002,MEDICUS HEALTH PARTNERS,E01021506,1
F85002,MEDICUS HEALTH PARTNERS,E01021537,2
F85002,MEDICUS HEALTH PARTNERS,E01021542,2
F85002,MEDICUS HEALTH PARTNERS,E01021563,1
F85002,MEDICUS HEALTH PARTNERS,E01021599,1
F85002,MEDICUS HEALTH PARTNERS,E01021615,1
F85002,MEDICUS HEALTH PARTNERS,E01021627,2
F85002,MEDICUS HEALTH PARTNERS,E01021651,1
F85002,MEDICUS HEALTH PARTNERS,E01021731,1
F85002,MEDICUS HEALTH PARTNERS,E01021736,1
F85002,MEDICUS HEALTH PARTNERS,E01021741,3
F85002,MEDICUS HEALTH PARTNERS,E01021746,1
F85002,MEDICUS HEALTH PARTNERS,E01021747,2
F85002,MEDICUS HEALTH PARTNERS,E01021763,3
F85002,MEDICUS HEALTH PARTNERS,E01021764,2
F85002,MEDICUS HEALTH PARTNERS,E01021767,1
F85002,MEDICUS HEALTH PARTNERS,E01021773,1
F85002,MEDICUS HEALTH PARTNERS,E01021776,1
F85002,MEDICUS HEALTH PARTNERS,E01021785,3
F85002,MEDICUS HEALTH PARTNERS,E01021786,1
F85002,MEDICUS HEALTH PARTNERS,E01021787,1
F85002,MEDICUS HEALTH PARTNERS,E01021792,2
F85002,MEDICUS HEALTH PARTNERS,E01021793,10
F85002,MEDICUS HEALTH PARTNERS,E01021794,9
F85002,MEDICUS HEALTH PARTNERS,E01021801,2
F85002,MEDICUS HEALTH PARTNERS,E01021804,1
F85002,MEDICUS HEALTH PARTNERS,E01021806,9
F85002,MEDICUS HEALTH PARTNERS,E01021807,14
F85002,MEDICUS HEALTH PARTNERS,E01021808,10
F85002,MEDICUS HEALTH PARTNERS,E01021809,14
F85002,MEDICUS HEALTH PARTNERS,E01021810,17
F85002,MEDICUS HEALTH PARTNERS,E01021811,8
F85002,MEDICUS HEALTH PARTNERS,E01021812,11
F85002,MEDICUS HEALTH PARTNERS,E01021814,2
F85002,MEDICUS HEALTH PARTNERS,E01021815,9
F85002,MEDICUS HEALTH PARTNERS,E01021816,1
F85002,MEDICUS HEALTH PARTNERS,E01021817,12
F85002,MEDICUS HEALTH PARTNERS,E01021818,16
F85002,MEDICUS HEALTH PARTNERS,E01021819,1
F85002,MEDICUS HEALTH PARTNERS,E01021821,4
F85002,MEDICUS HEALTH PARTNERS,E01021824,3
F85002,MEDICUS HEALTH PARTNERS,E01021825,1
F85002,MEDICUS HEALTH PARTNERS,E01021826,1
F85002,MEDICUS HEALTH PARTNERS,E01021829,2
F85002,MEDICUS HEALTH PARTNERS,E01021830,1
F85002,MEDICUS HEALTH PARTNERS,E01021832,2
F85002,MEDICUS HEALTH PARTNERS,E01021834,4
F85002,MEDICUS HEALTH PARTNERS,E01021836,1
F85002,MEDICUS HEALTH PARTNERS,E01021839,1
F85002,MEDICUS HEALTH PARTNERS,E01021840,7
F85002,MEDICUS HEALTH PARTNERS,E01021843,1
F85002,MEDICUS HEALTH PARTNERS,E01021844,1
F85002,MEDICUS HEALTH PARTNERS,E01021846,3
F85002,MEDICUS HEALTH PARTNERS,E01021851,2
F85002,MEDICUS HEALTH PARTNERS,E01021852,1
F85002,MEDICUS HEALTH PARTNERS,E01021853,1
F85002,MEDICUS HEALTH PARTNERS,E01021854,1
F85002,MEDICUS HEALTH PARTNERS,E01021864,5
F85002,MEDICUS HEALTH PARTNERS,E01021865,2
F85002,MEDICUS HEALTH PARTNERS,E01021866,2
F85002,MEDICUS HEALTH PARTNERS,E01021868,1
F85002,MEDICUS HEALTH PARTNERS,E01021984,1
F85002,MEDICUS HEALTH PARTNERS,E01021996,1
F85002,MEDICUS HEALTH PARTNERS,E01022025,1
F85002,MEDICUS HEALTH PARTNERS,E01022054,1
F85002,MEDICUS HEALTH PARTNERS,E01022056,1
F85002,MEDICUS HEALTH PARTNERS,E01022062,1
F85002,MEDICUS HEALTH PARTNERS,E01022092,1
F85002,MEDICUS HEALTH PARTNERS,E01022714,1
F85002,MEDICUS HEALTH PARTNERS,E01023289,1
F85002,MEDICUS HEALTH PARTNERS,E01023290,3
F85002,MEDICUS HEALTH PARTNERS,E01023291,3
F85002,MEDICUS HEALTH PARTNERS,E01023292,3
F85002,MEDICUS HEALTH PARTNERS,E01023293,23
F85002,MEDICUS HEALTH PARTNERS,E01023294,24
F85002,MEDICUS HEALTH PARTNERS,E01023295,8
F85002,MEDICUS HEALTH PARTNERS,E01023296,22
F85002,MEDICUS HEALTH PARTNERS,E01023297,5
F85002,MEDICUS HEALTH PARTNERS,E01023298,8
F85002,MEDICUS HEALTH PARTNERS,E01023299,21
F85002,MEDICUS HEALTH PARTNERS,E01023300,13
F85002,MEDICUS HEALTH PARTNERS,E01023301,34
F85002,MEDICUS HEALTH PARTNERS,E01023302,7
F85002,MEDICUS HEALTH PARTNERS,E01023303,22
F85002,MEDICUS HEALTH PARTNERS,E01023304,15
F85002,MEDICUS HEALTH PARTNERS,E01023305,9
F85002,MEDICUS HEALTH PARTNERS,E01023306,13
F85002,MEDICUS HEALTH PARTNERS,E01023307,16
F85002,MEDICUS HEALTH PARTNERS,E01023308,11
F85002,MEDICUS HEALTH PARTNERS,E01023309,17
F85002,MEDICUS HEALTH PARTNERS,E01023310,38
F85002,MEDICUS HEALTH PARTNERS,E01023311,23
F85002,MEDICUS HEALTH PARTNERS,E01023312,17
F85002,MEDICUS HEALTH PARTNERS,E01023313,20
F85002,MEDICUS HEALTH PARTNERS,E01023314,27
F85002,MEDICUS HEALTH PARTNERS,E01023315,15
F85002,MEDICUS HEALTH PARTNERS,E01023316,1
F85002,MEDICUS HEALTH PARTNERS,E01023317,2
F85002,MEDICUS HEALTH PARTNERS,E01023318,2
F85002,MEDICUS HEALTH PARTNERS,E01023319,1
F85002,MEDICUS HEALTH PARTNERS,E01023320,6
F85002,MEDICUS HEALTH PARTNERS,E01023322,10
F85002,MEDICUS HEALTH PARTNERS,E01023323,2
F85002,MEDICUS HEALTH PARTNERS,E01023324,16
F85002,MEDICUS HEALTH PARTNERS,E01023325,16
F85002,MEDICUS HEALTH PARTNERS,E01023326,29
F85002,MEDICUS HEALTH PARTNERS,E01023327,3
F85002,MEDICUS HEALTH PARTNERS,E01023328,4
F85002,MEDICUS HEALTH PARTNERS,E01023329,3
F85002,MEDICUS HEALTH PARTNERS,E01023330,3
F85002,MEDICUS HEALTH PARTNERS,E01023331,7
F85002,MEDICUS HEALTH PARTNERS,E01023332,74
F85002,MEDICUS HEALTH PARTNERS,E01023333,48
F85002,MEDICUS HEALTH PARTNERS,E01023334,11
F85002,MEDICUS HEALTH PARTNERS,E01023335,50
F85002,MEDICUS HEALTH PARTNERS,E01023336,52
F85002,MEDICUS HEALTH PARTNERS,E01023337,113
F85002,MEDICUS HEALTH PARTNERS,E01023339,49
F85002,MEDICUS HEALTH PARTNERS,E01023340,11
F85002,MEDICUS HEALTH PARTNERS,E01023341,5
F85002,MEDICUS HEALTH PARTNERS,E01023343,17
F85002,MEDICUS HEALTH PARTNERS,E01023344,10
F85002,MEDICUS HEALTH PARTNERS,E01023345,1
F85002,MEDICUS HEALTH PARTNERS,E01023373,1
F85002,MEDICUS HEALTH PARTNERS,E01023395,2
F85002,MEDICUS HEALTH PARTNERS,E01023399,1
F85002,MEDICUS HEALTH PARTNERS,E01023405,1
F85002,MEDICUS HEALTH PARTNERS,E01023441,1
F85002,MEDICUS HEALTH PARTNERS,E01023443,1
F85002,MEDICUS HEALTH PARTNERS,E01023444,1
F85002,MEDICUS HEALTH PARTNERS,E01023453,1
F85002,MEDICUS HEALTH PARTNERS,E01023454,1
F85002,MEDICUS HEALTH PARTNERS,E01023455,1
F85002,MEDICUS HEALTH PARTNERS,E01023475,1
F85002,MEDICUS HEALTH PARTNERS,E01023477,4
F85002,MEDICUS HEALTH PARTNERS,E01023479,2
F85002,MEDICUS HEALTH PARTNERS,E01023480,2
F85002,MEDICUS HEALTH PARTNERS,E01023481,1
F85002,MEDICUS HEALTH PARTNERS,E01023482,3
F85002,MEDICUS HEALTH PARTNERS,E01023483,3
F85002,MEDICUS HEALTH PARTNERS,E01023486,5
F85002,MEDICUS HEALTH PARTNERS,E01023488,1
F85002,MEDICUS HEALTH PARTNERS,E01023490,1
F85002,MEDICUS HEALTH PARTNERS,E01023494,3
F85002,MEDICUS HEALTH PARTNERS,E01023499,2
F85002,MEDICUS HEALTH PARTNERS,E01023504,4
F85002,MEDICUS HEALTH PARTNERS,E01023505,1
F85002,MEDICUS HEALTH PARTNERS,E01023506,2
F85002,MEDICUS HEALTH PARTNERS,E01023510,1
F85002,MEDICUS HEALTH PARTNERS,E01023511,1
F85002,MEDICUS HEALTH PARTNERS,E01023514,1
F85002,MEDICUS HEALTH PARTNERS,E01023515,1
F85002,MEDICUS HEALTH PARTNERS,E01023519,1
F85002,MEDICUS HEALTH PARTNERS,E01023535,1
F85002,MEDICUS HEALTH PARTNERS,E01023538,1
F85002,MEDICUS HEALTH PARTNERS,E01023547,1
F85002,MEDICUS HEALTH PARTNERS,E01023564,6
F85002,MEDICUS HEALTH PARTNERS,E01023566,1
F85002,MEDICUS HEALTH PARTNERS,E01023568,5
F85002,MEDICUS HEALTH PARTNERS,E01023569,1
F85002,MEDICUS HEALTH PARTNERS,E01023571,1
F85002,MEDICUS HEALTH PARTNERS,E01023573,9
F85002,MEDICUS HEALTH PARTNERS,E01023574,4
F85002,MEDICUS HEALTH PARTNERS,E01023575,10
F85002,MEDICUS HEALTH PARTNERS,E01023577,9
F85002,MEDICUS HEALTH PARTNERS,E01023578,1
F85002,MEDICUS HEALTH PARTNERS,E01023579,9
F85002,MEDICUS HEALTH PARTNERS,E01023580,3
F85002,MEDICUS HEALTH PARTNERS,E01023613,1
F85002,MEDICUS HEALTH PARTNERS,E01023630,1
F85002,MEDICUS HEALTH PARTNERS,E01023631,1
F85002,MEDICUS HEALTH PARTNERS,E01023633,3
F85002,MEDICUS HEALTH PARTNERS,E01023640,1
F85002,MEDICUS HEALTH PARTNERS,E01023654,2
F85002,MEDICUS HEALTH PARTNERS,E01023655,2
F85002,MEDICUS HEALTH PARTNERS,E01023682,1
F85002,MEDICUS HEALTH PARTNERS,E01023750,1
F85002,MEDICUS HEALTH PARTNERS,E01023763,1
F85002,MEDICUS HEALTH PARTNERS,E01023769,1
F85002,MEDICUS HEALTH PARTNERS,E01023778,1
F85002,MEDICUS HEALTH PARTNERS,E01023792,1
F85002,MEDICUS HEALTH PARTNERS,E01023794,2
F85002,MEDICUS HEALTH PARTNERS,E01023843,1
F85002,MEDICUS HEALTH PARTNERS,E01023910,5
F85002,MEDICUS HEALTH PARTNERS,E01023911,4
F85002,MEDICUS HEALTH PARTNERS,E01023920,1
F85002,MEDICUS HEALTH PARTNERS,E01023925,3
F85002,MEDICUS HEALTH PARTNERS,E01023930,1
F85002,MEDICUS HEALTH PARTNERS,E01023937,1
F85002,MEDICUS HEALTH PARTNERS,E01023938,1
F85002,MEDICUS HEALTH PARTNERS,E01023947,17
F85002,MEDICUS HEALTH PARTNERS,E01023948,12
F85002,MEDICUS HEALTH PARTNERS,E01023949,17
F85002,MEDICUS HEALTH PARTNERS,E01023971,1
F85002,MEDICUS HEALTH PARTNERS,E01024139,1
F85002,MEDICUS HEALTH PARTNERS,E01024166,1
F85002,MEDICUS HEALTH PARTNERS,E01024229,1
F85002,MEDICUS HEALTH PARTNERS,E01024357,1
F85002,MEDICUS HEALTH PARTNERS,E01024382,2
F85002,MEDICUS HEALTH PARTNERS,E01024600,1
F85002,MEDICUS HEALTH PARTNERS,E01024636,1
F85002,MEDICUS HEALTH PARTNERS,E01025236,2
F85002,MEDICUS HEALTH PARTNERS,E01025616,1
F85002,MEDICUS HEALTH PARTNERS,E01025662,1
F85002,MEDICUS HEALTH PARTNERS,E01025716,1
F85002,MEDICUS HEALTH PARTNERS,E01026193,1
F85002,MEDICUS HEALTH PARTNERS,E01026318,1
F85002,MEDICUS HEALTH PARTNERS,E01026362,1
F85002,MEDICUS HEALTH PARTNERS,E01026466,2
F85002,MEDICUS HEALTH PARTNERS,E01026494,2
F85002,MEDICUS HEALTH PARTNERS,E01026500,1
F85002,MEDICUS HEALTH PARTNERS,E01026911,1
F85002,MEDICUS HEALTH PARTNERS,E01026949,2
F85002,MEDICUS HEALTH PARTNERS,E01027062,1
F85002,MEDICUS HEALTH PARTNERS,E01027161,1
F85002,MEDICUS HEALTH PARTNERS,E01027168,1
F85002,MEDICUS HEALTH PARTNERS,E01027320,2
F85002,MEDICUS HEALTH PARTNERS,E01027739,1
F85002,MEDICUS HEALTH PARTNERS,E01028267,1
F85002,MEDICUS HEALTH PARTNERS,E01028557,1
F85002,MEDICUS HEALTH PARTNERS,E01029920,1
F85002,MEDICUS HEALTH PARTNERS,E01030022,1
F85002,MEDICUS HEALTH PARTNERS,E01030051,1
F85002,MEDICUS HEALTH PARTNERS,E01030248,1
